source,target,rho,p_value,n,q_value,fdr_significant
T13,E06,0.1236578290343279,0.2595216817174807,85,0.4115220857088402,False
T02,E07,0.12217874453043182,0.25959280176165156,87,0.4115220857088402,False
E02,E04,-0.12210496529949715,0.25988280221708704,87,0.4115220857088402,False
T12,V03,0.12353160464899707,0.2600120909601138,85,0.4115220857088402,False
E12,V01,0.12340320213832409,0.26051160847314725,85,0.4115220857088402,False
T04,E15,0.12191700480115088,0.26062260463861187,87,0.4115220857088402,False
E14,V10,0.12335435512736123,0.2607018064670975,85,0.4115220857088402,False
S04,V12,0.12406129543138596,0.26086315263577325,84,0.4115220857088402,False
T13,V14,0.12475784230477206,0.2611158036200523,83,0.4115538489826292,False
T08,T13,0.12099963350707273,0.2614462477838302,88,0.41170805923254394,False
E13,V07,0.12434624461776622,0.26270473783884174,83,0.4130507664133517,False
T02,S09,0.12282586901636895,0.2627656288030701,85,0.4130507664133517,False
S03,S05,0.12128696859988901,0.2631128240474728,87,0.413229546197007,False
T10,E12,0.12095496694309824,0.2644315301328788,87,0.41493245419786834,False
E13,V02,-0.1236342985859674,0.2654685780584058,83,0.41619077339537486,False
E03,S03,-0.12060447087388942,0.2658285442302038,87,0.416386303794213,False
T03,V10,0.12274976475847038,0.26892970610508077,83,0.4208714233474739,False
E01,E14,0.11956778890995003,0.269989745804918,87,0.4221571113734142,False
T14,E06,0.1207998745181425,0.27077989256806334,85,0.4227109277373656,False
S03,V14,0.12078944307583339,0.27082157743173596,85,0.4227109277373656,False
E06,E15,0.11985565462547743,0.2716812528545128,86,0.42367913440747806,False
T09,E14,0.11941496192489351,0.2734604758216235,86,0.42571402742066283,False
T06,T11,0.11729978951394122,0.2736284573759505,89,0.42571402742066283,False
E03,V04,-0.1193538891102826,0.2737076628275222,86,0.42571402742066283,False
T14,S08,0.11974171048921532,0.2750304047705909,85,0.42739580021417545,False
T01,E15,-0.11820889035945402,0.2755104453500332,87,0.42776621778031476,False
T01,S13,-0.11793744947110711,0.2766222101243837,87,0.4291159613673612,False
T13,S12,0.11993935358007785,0.27716072001316094,84,0.4295748462550743,False
S10,V03,0.12022869926279804,0.278960712789384,83,0.4317804110948844,False
E15,V10,0.11873027043226196,0.27913481793795747,85,0.4317804110948844,False
S06,S08,0.11797815553102176,0.27931557666872464,86,0.4317804110948844,False
T01,V13,-0.1185322858152327,0.27994299864922156,85,0.4323726942487977,False
T05,V08,0.11824449054631357,0.2811205712826938,85,0.4332916282786548,False
E07,V03,0.11752053098833902,0.28119787952063846,86,0.4332916282786548,False
T09,E07,0.11750033174498989,0.2812811574870367,86,0.4332916282786548,False
T01,V09,-0.11814774645413559,0.28151715961607515,85,0.4332916282786548,False
T05,S03,0.11656827667727677,0.2822757999172152,87,0.43408181220979225,False
T06,S06,0.11635600363823193,0.2831591592139107,87,0.43454610658118636,False
E06,V08,0.11843267920262511,0.283284249439631,84,0.43454610658118636,False
T05,V04,0.11700843390029755,0.2833142412399373,86,0.43454610658118636,False
T14,V06,-0.11909066486427279,0.283569586104074,83,0.43456118389974974,False
T09,E13,0.11819759069137994,0.2842477631521366,84,0.4351843163899715,False
E13,V10,0.1188702770091933,0.2844679401486989,83,0.4351843163899715,False
E15,S05,0.1159487982413628,0.28485885997368393,87,0.4354060294934547,False
E04,E11,-0.11587826056369087,0.2851539760087296,87,0.43548105050513497,False
T10,V08,0.11680352585657137,0.2870661620389288,85,0.43802336793871033,False
S01,V14,0.11740070748203016,0.28752998248782474,84,0.4381007488213753,False
T07,V15,0.11667225695966865,0.28761190402849607,85,0.4381007488213753,False
T08,S05,0.11580514779233941,0.2883287074428588,86,0.43881497177460027,False
T01,T13,-0.11367641536767559,0.2888246165683623,89,0.4391920715859117,False
E06,S13,0.11548760414945385,0.28966174965597863,86,0.44008695012110055,False
T04,S09,0.11557202313772737,0.2922130635762942,85,0.4435824378473762,False
S04,S11,0.11391004977336762,0.2934704930492271,87,0.44510948817234963,False
E06,V09,0.1155896798596841,0.29508228451456214,84,0.44685126796525004,False
T02,T07,0.11092730238761525,0.2951985146380434,91,0.44685126796525004,False
T01,T09,0.11151460919917573,0.2953762618753348,90,0.44685126796525004,False
E15,V13,0.11468742652790972,0.29594744625785085,85,0.44733303149137144,False
T06,V14,0.11453867696850305,0.29657846887555867,85,0.4477926941373497,False
E09,S05,0.11381335242245337,0.2967575311994978,86,0.4477926941373497,False
T03,V13,0.11573799469247747,0.29744011576700824,83,0.4484403789672952,False
E07,S08,0.11334455090295788,0.2987646830504651,86,0.45005403319091336,False
E12,V09,0.11390363890286676,0.29928234815187765,85,0.45045047298369345,False
T09,E04,0.11274820356795032,0.3013307475054351,86,0.45258796302607357,False
T10,V07,0.11338835759425835,0.3014881547748381,85,0.45258796302607357,False
T02,E01,0.11202236806548131,0.3015954333881039,87,0.45258796302607357,False
E02,V13,-0.11333310491110314,0.30172530868404907,85,0.45258796302607357,False
T08,V10,0.11392770546849296,0.3021267652135963,84,0.452806413571605,False
E09,V13,0.11352833810342665,0.3038357654745199,84,0.4547419140796044,False
T04,S02,0.11148568324070665,0.3039320250599842,87,0.4547419140796044,False
T14,S11,-0.11206654134195476,0.30428152030671535,86,0.45488031329635653,False
E05,V10,0.11394514345433039,0.3050370097253881,83,0.4552923805053743,False
E07,E08,0.11255647878104678,0.30507161767196267,85,0.4552923805053743,False
E04,V06,0.11276557990057887,0.3071172956225049,84,0.4576625014982834,False
T15,E10,0.11140186082908572,0.3071768654124072,86,0.4576625014982834,False
E02,V05,-0.11128532459041736,0.3076863364215296,86,0.4580360096434882,False
E13,E14,0.11170392501185278,0.3087728129106766,85,0.45918823365516626,False
S02,V06,0.1123054378642959,0.30910801261569704,84,0.45918823365516626,False
S05,V01,0.11155545819530553,0.30942031985739876,85,0.45918823365516626,False
T05,E15,0.11021798120792115,0.309498058051194,87,0.45918823365516626,False
T05,E06,-0.11055930673106723,0.31087268959495273,86,0.4608414242739249,False
T09,V05,0.11094622830415418,0.3120865650308969,85,0.461488356395694,False
T12,S02,0.11028336491795426,0.3120893324176131,86,0.461488356395694,False
T02,T10,0.10714091684476822,0.31209127830827443,91,0.461488356395694,False
E04,V10,0.11083201308695116,0.312588068372461,85,0.46183712939837723,False
E14,V04,0.11005861859482707,0.31308252533148573,86,0.4621818764276312,False
T08,E14,0.10972933459856411,0.3145413746056458,86,0.4639485275433275,False
T12,V12,0.11166643285278671,0.3148733896788596,83,0.46405154015951827,False
T09,E15,0.10930004462692586,0.31644986681121945,86,0.46598690869871745,False
E01,S04,0.1085092884441604,0.3171043256538147,87,0.46625351299063333,False
T06,E04,0.10849737962820281,0.3171577568591653,87,0.46625351299063333,False
E07,E13,0.10968264982919419,0.31766375760542687,85,0.4662746640751546,False
E01,E13,0.10967470901000959,0.3176990084037494,85,0.4662746640751546,False
T06,E13,-0.10948793462729434,0.3185288610615307,85,0.46710528921202105,False
T13,E12,0.10928058832814398,0.3194517472078711,85,0.4680708547664999,False
T09,S09,0.10982006965048126,0.3200048671095717,84,0.4683841313844655,False
T08,S13,0.10841786485971429,0.32039514116929146,86,0.4683841313844655,False
S01,V05,0.109054630619213,0.32045942548394785,85,0.4683841313844655,False
T13,S01,0.10965715031812469,0.32072767847368844,84,0.46838943143434697,False
T08,T14,0.10623539770755092,0.32175285613982196,89,0.46949922124277405,False
T08,S07,0.10803645453222387,0.32502534458773996,85,0.4734163621927928,False
T04,E06,0.10735658747880449,0.3251830275178666,86,0.4734163621927928,False
T07,T12,0.10487577682812024,0.3252397154951616,90,0.4734163621927928,False
T11,E01,-0.10785092299012292,0.3258617986170619,85,0.4739321146690218,False
E06,S09,0.10826959374740112,0.32692613894857203,84,0.4750897093095012,False
S03,V09,0.10738014763291885,0.327990412183891,85,0.476245307272754,False
E10,V04,0.10646714573530604,0.329230710211682,86,0.4776543910448173,False
E03,S08,-0.1060990851420525,0.3309150225210464,86,0.47902065566235835,False
E09,S13,0.10605261394645096,0.33112807168334213,86,0.47902065566235835,False
E10,S04,0.10541349608762561,0.33118928329759406,87,0.47902065566235835,False
T07,S04,0.10533004930634084,0.33157435972507826,87,0.47902065566235835,False
T05,E05,-0.10659060341195663,0.3315801754970924,85,0.47902065566235835,False
V01,V09,0.10719112612030207,0.33179622815935106,84,0.47902065566235835,False
E08,V06,0.10831112039440863,0.3327472916581149,82,0.4800022055703858,False
T06,E02,-0.1048489023546003,0.3338002197317004,87,0.4807502654099989,False
T09,S01,0.10610309842143058,0.33380908259259245,85,0.4807502654099989,False
T04,V08,0.10577133178158823,0.33533135571191336,85,0.48220206056464454,False
E01,E04,0.10451251733965884,0.3353619980537161,87,0.48220206056464454,False
E03,V03,-0.10499973439999236,0.33597837638902706,86,0.4826962063381314,False
T15,E05,-0.10533834100901072,0.33732467557803436,85,0.48360777729686905,False
E02,V03,-0.1046966892102775,0.337382695801763,86,0.48360777729686905,False
E01,S03,0.10406807469144891,0.33743254517606397,87,0.48360777729686905,False
T09,T13,-0.10302807526342204,0.339469017717957,88,0.4861328166349384,False
T08,E15,-0.10417867829449634,0.33979173673362895,86,0.48620159581125566,False
S05,S15,0.10408523319165752,0.34022745900427903,86,0.48643182749400155,False
E08,V07,0.10583631512260533,0.34096019562201413,83,0.4870859937457344,False
S12,V09,0.10492069749069984,0.342198482718888,84,0.48834157243270543,False
T15,V03,0.10424506158568964,0.3423908990898234,85,0.48834157243270543,False
S08,V08,0.10471509772595985,0.3431504657863543,84,0.48903085703852417,False
T08,V09,-0.10430510429604216,0.3450538004203679,84,0.49107409836768434,False
E10,V10,0.10365625770308019,0.3451390838245194,85,0.49107409836768434,False
E09,S10,0.10477474843819028,0.3458522866471125,83,0.49169361234167797,False
E01,S12,0.10236425774694957,0.3483149401221381,86,0.49479730659404847,False
T06,S03,0.10164523608540639,0.34886141256567893,87,0.49517618303227884,False
S12,V06,0.10333345058150956,0.35256417990408323,83,0.5000309282293488,False
E06,V12,0.10316814312399214,0.3533391268557303,83,0.5007287866570398,False
T03,E02,0.10167345964620694,0.354494779522564,85,0.5019646078039506,False
E02,S02,0.1003999423606626,0.35482848727920296,87,0.5020355095796877,False
E14,V05,0.10075591556834011,0.3559806323813484,86,0.5026273324252292,False
T08,T12,0.09899989198769733,0.3559914446377969,89,0.5026273324252292,False
S05,V07,0.10133681472175139,0.356098686362281,85,0.5026273324252292,False
T01,S14,-0.10169869354166573,0.3573077343864075,84,0.5039320237959691,False
E14,S05,0.09977971898630546,0.3578238787500296,87,0.5042581730792615,False
S08,V03,0.10068261996701589,0.35922834531623055,85,0.50583466285579,False
T05,E07,0.09874744089065006,0.3628438411722065,87,0.5105195539545354,False
E01,V08,0.09956368163014193,0.36462052453981,85,0.5115666849268341,False
T14,E10,0.0989661528890304,0.36463278591406023,86,0.5115666849268341,False
T01,S15,0.09895916148862775,0.3646668350519403,86,0.5115666849268341,False
T14,S06,0.09894328642943538,0.36474415614557326,86,0.5115666849268341,False
T09,V01,0.09997535329255346,0.3655557764565577,84,0.5122581939538571,False
T06,V13,0.0993169817698878,0.36581602099303695,85,0.5122581939538571,False
T03,S14,0.10098578842470725,0.36666546753200124,82,0.5130418004202705,False
T07,E14,0.09782410644918428,0.36737050861200377,87,0.5136222750736545,False
T11,E09,-0.09947079783541933,0.3679925212276398,84,0.5140858425989917,False
S04,V11,0.09937400477376303,0.3684611144926631,84,0.514269596922718,False
E13,S11,0.09870962903417892,0.3687694441445585,85,0.514269596922718,False
E06,V07,0.09926367217833719,0.36899569948692196,84,0.514269596922718,False
E06,V13,0.09909361753170302,0.3698205773708073,84,0.5150137072748457,False
T14,V12,0.09946158974863707,0.3709918328829287,83,0.516238635379547,False
T09,E08,-0.09855572395461235,0.3724371152888451,84,0.5178426504801695,False
T07,E02,0.09656755549824937,0.3735860150300031,87,0.5190323756696276,False
T01,E04,0.09635309965912131,0.37465316694863626,87,0.520106749411048,False
E10,S03,0.09625246926224264,0.3751545504545531,87,0.5203946350349208,False
T06,S09,0.0968713186555154,0.377797136640349,85,0.5236499074811415,False
T04,S10,0.09721357823411318,0.37901480528439774,84,0.524926608257734,False
E06,S03,-0.09517641299636696,0.3833746280886206,86,0.5302857326229251,False
T03,S10,0.09750793777344251,0.38348346765951646,82,0.5302857326229251,False
T05,S09,0.0955932500775311,0.3841516268118519,85,0.5307949878664933,False
E06,E12,0.09473670444205283,0.38558604656592305,86,0.5323249824656596,False
T07,E04,0.09412286506851494,0.3858604251431872,87,0.5323249824656596,False
E03,V10,-0.0951254298490012,0.386493563058911,85,0.532783182721396,False
E02,E05,-0.0941223945757883,0.39154356824825154,85,0.5393246037349457,False
E13,S14,0.09563894789326666,0.3927097331384264,82,0.5405102858903691,False
E01,S13,0.09260135963453606,0.3936203392980464,87,0.541342657775868,False
T02,T09,-0.09084471298804453,0.39446710061924206,90,0.5419165744633153,False
T07,E15,0.09233698409829645,0.3949780974015416,87,0.5419165744633153,False
S12,V14,0.09394826528351938,0.39530815668177566,84,0.5419165744633153,False
T10,E04,-0.09218703523809808,0.3957494270048943,87,0.5419165744633153,False
T08,E10,-0.0927297452299826,0.3957764174778194,86,0.5419165744633153,False
E05,E12,0.0932329094008761,0.39605460611126597,85,0.5419165744633153,False
T02,T13,0.09103676432957185,0.3961808177149887,89,0.5419165744633153,False
E08,V13,0.09415291114045508,0.39719129726491026,83,0.542781062923581,False
T12,S07,0.09296366507212964,0.3974261342084525,85,0.542781062923581,False
T12,E12,0.09208950944730532,0.39906053217494286,86,0.5443018290490835,False
T03,S04,0.09262511795156539,0.39915467463599463,85,0.5443018290490835,False
T14,E04,-0.09199974515698443,0.3995222655363825,86,0.5443836874514218,False
T06,S08,-0.0919352061193087,0.39985443911731955,86,0.5444171978751197,False
T07,E08,0.09240503313075152,0.40028075353938397,85,0.5445787346385162,False
E06,V06,-0.0934610098777583,0.4006848039720316,83,0.5447097565518402,False
T09,E09,-0.09220466791648253,0.40130756413864943,85,0.5451376734653949,False
T03,S06,0.09203574583514547,0.40217444324973856,85,0.5458962918343844,False
T03,V06,0.09358339922487219,0.4030078802060965,82,0.5466083892450504,False
S02,V11,0.09193229101369284,0.4055717299306234,84,0.5496645956946428,False
T14,V07,-0.09179272244070316,0.4062880266387665,84,0.550214083512331,False
E05,V05,0.09166734816187876,0.4069321066961048,84,0.5506650067676648,False
T03,E06,-0.09143766674499741,0.40811358913381757,84,0.5518419043291498,False
E08,E13,0.09164865833151262,0.409921073656648,83,0.5537284982335049,False
T10,E14,0.08942156698144965,0.4101344978441384,87,0.5537284982335049,False
E05,S08,0.09097608276351075,0.41049403677559654,84,0.5537914977841508,False
T06,T13,0.08790528337500725,0.4126946678092907,89,0.556193509396259,False
T10,V06,0.09045418038208558,0.4131952830213644,84,0.556193509396259,False
T10,E02,-0.08878359885473558,0.4134958089830856,87,0.556193509396259,False
E08,V14,0.09094672203815442,0.4135314454042242,83,0.556193509396259,False
E06,S01,0.08961504289256447,0.41471775694529056,85,0.5573655503364953,False
S02,V14,0.08934736454911686,0.4161185850678715,85,0.5586119412191871,False
T02,E15,0.08825813433958268,0.4162763561966711,87,0.5586119412191871,False
T14,E07,0.08840179448652828,0.418288181340495,86,0.5608864249793002,False
T01,S09,-0.08884914593523471,0.41873317740960736,85,0.5610580802535995,False
E08,S02,0.08878402108904393,0.41907564490201005,85,0.5610922023271995,False
T08,S09,0.0888693683365301,0.4214609743401443,84,0.5638593534255899,False
T08,S08,0.0873726841998402,0.4265369921111396,85,0.5699784974348259,False
T12,E15,0.08682340096316854,0.4266788187012115,86,0.5699784974348259,False
T10,S11,0.08599522661768769,0.4283739461380188,87,0.5717876290184096,False
T14,V08,0.08749997301391242,0.428679199834706,84,0.5717876290184096,False
S02,V01,-0.08609825154625222,0.43333942845122997,85,0.5775683647279194,False
T13,T15,0.08351513775192493,0.4365082814342731,89,0.5813438020880717,False
S02,V13,0.08543758304915396,0.43688992901965085,85,0.5813438020880717,False
T12,V01,0.08590824163220281,0.43715740145718834,84,0.5813438020880717,False
T15,E11,0.08477688452329522,0.4377001147717728,86,0.5816285308904188,False
E02,S08,0.08460624649035964,0.4386262743805225,86,0.5824219847363277,False
E03,V11,-0.08552779397185062,0.43919775785013343,84,0.582743651720192,False
T03,E08,0.0858731984558247,0.4401708426380947,83,0.5834315681648884,False
E15,S02,0.08378610145509101,0.44037546614027734,87,0.5834315681648884,False
T02,V12,0.08514430767425081,0.44125983232981586,84,0.5841659709975873,False
T15,E04,-0.08402558821658614,0.4417861429095866,86,0.5843809142216639,False
T08,E11,-0.08397124764227476,0.44208251081514577,86,0.5843809142216639,False
E05,S02,0.08436954265784673,0.44266433053234083,85,0.584713332121077,False
S02,S07,0.08299849229639782,0.44740668534915845,86,0.5905350098472067,False
T04,V04,-0.08291399991086684,0.44787082047136934,86,0.5905350098472067,False
T15,E13,-0.08388442959890767,0.44807260916655295,84,0.5905350098472067,False
T01,S12,0.08238532036276536,0.4507810650444782,86,0.5935384538069809,False
T02,E11,0.0818303824308612,0.45115652764819286,87,0.5935384538069809,False
T03,S13,0.08277627770776927,0.4513574908611278,85,0.5935384538069809,False
T04,V15,0.08230538570867704,0.45394480373343177,85,0.5958784762707765,False
S02,S05,0.08129874836382699,0.4541123593543163,87,0.5958784762707765,False
T06,V10,0.08226866152474911,0.4541469290899873,85,0.5958784762707765,False
E08,E10,0.08196913907283054,0.45579732234747367,85,0.5976009337444654,False
E12,S05,0.080822738156521,0.45676800270987805,87,0.5984303218330749,False
T09,V08,0.08202979008068043,0.45820743658351654,84,0.5998721617994263,False
E08,S10,0.082450368047609,0.4586753615340352,83,0.6000409385921969,False
E05,E13,0.0823557830905265,0.4591927091421148,83,0.6000749936842708,False
T02,S10,-0.08181678500552292,0.45937944431761973,84,0.6000749936842708,False
E08,S11,0.08119486538193292,0.4600789464432303,85,0.6005455274369599,False
S08,V09,0.08150044332840987,0.461123073347213,84,0.6012885652984763,False
T04,V06,-0.08146337767781073,0.4613276111160061,84,0.6012885652984763,False
E15,S13,0.07987889557936119,0.4620589251816034,87,0.6017986001261502,False
T11,E03,-0.0806166241572459,0.4632908969132485,85,0.6029594761297425,False
E04,S02,-0.07957278342636594,0.4637820935770647,87,0.603155257627777,False
T15,S05,0.0795929249427588,0.46632566732278397,86,0.6060179377102259,False
T03,E10,0.07985354733978982,0.46754826432219976,85,0.6071609888850282,False
T03,S07,0.0795093975576698,0.4721803378445792,84,0.612638107638843,False
E09,V11,0.07995011380842916,0.47245820165368396,83,0.612638107638843,False
T07,V06,0.07899744701940611,0.4750464466523561,84,0.6153385685807452,False
E13,V09,0.07945101709626347,0.47523605833326477,83,0.6153385685807452,False
T09,V03,0.07833183428998464,0.4761014173057222,85,0.6160084127420529,False
E09,V09,0.07867836477133726,0.47683752980880495,84,0.6165101736753723,False
T08,E05,0.07861095637408116,0.47721637270669054,84,0.6165496202122936,False
E09,V05,0.07795753710241567,0.47821807092660584,85,0.617310679374709,False
E06,S08,0.07790722561289008,0.4785029672893224,85,0.617310679374709,False
T12,S08,0.07768229886446483,0.47977776139214323,85,0.6182926819819778,False
T03,V05,0.07812313565152487,0.4799627938097387,84,0.6182926819819778,False
T14,E05,0.07791941493793499,0.48111223662065583,84,0.6193226609589534,False
S12,V03,0.07723265328312881,0.482331613660529,85,0.6197276537606901,False
T10,V03,0.07676811985086002,0.4823434161492491,86,0.6197276537606901,False
T02,S02,0.07623968235406678,0.4827705256526886,87,0.6197276537606901,False
E02,V07,-0.07714551617912296,0.482827364144628,85,0.6197276537606901,False
T10,S07,0.0765278074702566,0.48371950257917545,86,0.6204228402645946,False
T05,T09,0.07467064572657711,0.48426263161994215,90,0.6206697016417796,False
T09,E05,0.07729070174258065,0.484668849385789,84,0.62074085630452,False
T07,E03,-0.07576349026845085,0.4855168125422265,87,0.6213772655095741,False
E01,S02,0.07565136645485433,0.48616465697187305,87,0.6217568228614272,False
E09,V06,-0.07700747804310915,0.48896228685672694,83,0.6248832113620264,False
E03,S10,-0.0760679029873002,0.4916260445448065,84,0.6278341261502941,False
E13,V04,0.07582046551658858,0.49304022964125915,84,0.6287804884810482,False
E04,E15,0.07445982611492673,0.4930775807975677,87,0.6287804884810482,False
T04,T12,0.07266908784960838,0.4960844507401205,90,0.6321594512671082,False
E02,V02,-0.0746206624352184,0.4973093496519482,85,0.6331785324571847,False
T09,V02,0.07502524365119159,0.49759962635477056,84,0.6331785324571847,False
T09,V10,-0.07476430408308728,0.4991005073744832,84,0.6346321106701402,False
T04,V01,0.07392922223630789,0.5013145347955704,85,0.6369897534731943,False
T14,S04,0.07336353303554154,0.5020324015265933,86,0.6370285390359499,False
T07,S11,0.0729237958057802,0.5020648655113843,87,0.6370285390359499,False
T02,E08,0.07373784736903195,0.5024260348221684,85,0.6370301444378497,False
T01,S06,-0.07270069726600495,0.5033772539162875,87,0.6373979673646302,False
T13,E14,0.07356408301545238,0.5034363606642672,85,0.6373979673646302,False
T02,V09,-0.07332051552983998,0.5048543170076066,85,0.6387363410317826,False
E03,S01,-0.07227290603325905,0.5084267253620123,86,0.6424154565592193,False
S08,V12,0.07359300599109048,0.5084881664629752,83,0.6424154565592193,False
S05,V02,0.07253292134826475,0.5094534933856565,85,0.6431759509933038,False
E09,S07,0.07210915112834579,0.5119369921341408,85,0.6458506600694435,False
T08,V05,-0.0716225159834928,0.5147965401848423,85,0.6489956382672157,False
T10,E15,0.07042695641594189,0.5168534608841412,87,0.6511250005444341,False
E13,S06,-0.07098609426007575,0.518548516628194,85,0.6525750044943629,False
E03,E06,-0.0704916019705695,0.5189599411488478,86,0.6525750044943629,False
T13,S07,-0.07132343686606742,0.5191105120497531,84,0.6525750044943629,False
T12,E13,-0.07111878929238727,0.5203132966037824,84,0.6536228069472639,False
T04,E01,0.06974695249339447,0.5209191271703834,87,0.6537476102319509,False
T02,T05,0.06811845965194833,0.5211513435238886,91,0.6537476102319509,False
E06,V05,-0.07031689104799457,0.5225086636571465,85,0.654986072714695,False
E14,V14,0.07016478919727219,0.5234108804398644,85,0.6553837954582004,False
T02,T15,0.06811000647425544,0.5235664897050256,90,0.6553837954582004,False
T01,V15,-0.06984957786404569,0.5252831026521396,85,0.6570679093245845,False
T03,V01,-0.07059925828303099,0.5259323200691419,83,0.6574154000864274,False
S04,V06,0.07001760735488453,0.5268094402887145,84,0.6574735037041747,False
S05,V08,0.0694724624462144,0.5275274205648673,85,0.6574735037041747,False
T02,T11,0.067835737748118,0.5276205516967444,89,0.6574735037041747,False
E06,S06,0.06900928050705121,0.5278088031148342,86,0.6574735037041747,False
T05,E04,0.068533607134258,0.5282135492015375,87,0.6574735037041747,False
T07,E01,0.06852342259904572,0.528274992452164,87,0.6574735037041747,False
T13,S04,0.06929604410049083,0.5285789806616048,85,0.6574735037041747,False
T14,V09,0.06956574591199294,0.5294867923631127,84,0.6579728054244612,False
T05,S14,0.06951813264310666,0.5297693036552354,84,0.6579728054244612,False
S05,V03,0.06853411281242647,0.5306612624478645,86,0.6579728054244612,False
T11,V01,0.06979549990008775,0.5306662929969427,83,0.6579728054244612,False
E02,S10,-0.06929707877008036,0.5310819016182728,84,0.6579728054244612,False
T05,E08,-0.06879329250327527,0.5315814212008997,85,0.6579728054244612,False
E04,E06,0.06838091567272557,0.5315825490152427,86,0.6579728054244612,False
E11,S04,0.06781907847997459,0.5325329541038247,87,0.6586885595833472,False
E04,S04,0.06733159463556579,0.5354898907922294,87,0.6618834544010098,False
T04,E03,-0.06724771835078815,0.5359994783053788,87,0.6620509955342082,False
T13,E08,-0.06775158482484697,0.5427993646064881,83,0.6699824793260001,False
S07,S08,0.06681234888402914,0.5434936443927815,85,0.6703719516203646,False
E14,V01,0.06668562913167587,0.5442600771151935,85,0.6704771579699441,False
T08,T10,0.06474276915040962,0.5443455836289794,90,0.6704771579699441,False
S04,V02,0.06655327418190302,0.5450611557260613,85,0.6704771579699441,False
E04,V12,0.06695392253909078,0.5450941414230224,84,0.6704771579699441,False
T05,V13,0.06634839107775993,0.5463023434997414,85,0.6713944903762609,False
T13,S02,0.06629952718408968,0.5465985653289219,85,0.6713944903762609,False
T13,E13,0.06625704199026197,0.5492960164099486,84,0.6742399091855819,False
T08,E01,-0.06426333351050326,0.5566389181918537,86,0.682779546222856,False
E06,S12,0.06431807287161742,0.5586758647487498,85,0.6848035184247141,False
E11,E13,0.0640303847652976,0.560439895881636,85,0.6861365477204704,False
T03,V11,0.06520834553982022,0.5605386711885877,82,0.6861365477204704,False
T04,T09,-0.06204370790526972,0.5612871564715614,90,0.6865779315512534,False
E13,E15,0.06330887879374959,0.5648756058388807,85,0.6904902087947644,False
S08,V11,0.0636541726176918,0.5675235049419171,83,0.6932481737385736,False
E08,S03,-0.06281297284614892,0.5679339412170941,85,0.6932710868650045,False
T08,V08,0.06297481703207676,0.5692945405058654,84,0.694453023222179,False
E07,V04,0.061995403948028015,0.5706769722570596,86,0.6956599455199693,False
E06,V02,0.06254450001223766,0.5719415326764916,84,0.6967216192962079,False
E06,V10,0.06230325963174653,0.5734279725342155,84,0.6980519335526557,False
T13,S09,0.062478250220245446,0.5747155683101016,83,0.6988417118046384,False
E02,S12,-0.06132367487988657,0.5748664024788438,86,0.6988417118046384,False
E03,S15,0.060844514539491065,0.5778635239714185,86,0.7020030455932812,False
T03,E12,0.06060559227998059,0.5816407426718087,85,0.7061070744369694,False
T09,E11,-0.059983400351974685,0.5832678163169307,86,0.7075970081432265,False
T10,T15,0.05841184123881246,0.5844717711056554,90,0.7085719416828836,False
T02,V01,0.05983578189210473,0.586456354103507,85,0.7104912708851523,False
T03,V03,-0.06002728315850144,0.5875394467842754,84,0.7113165669002512,False
E02,V04,0.05915659582415948,0.5884784503634668,86,0.7119664095306467,False
T07,E07,0.058297319266413176,0.5917146842682297,87,0.7153927535210155,False
E03,E14,-0.05816635723543412,0.5925489376157181,87,0.7159123683138711,False
T02,V14,0.058587952686342364,0.5943005528005975,85,0.7175388666146368,False
T11,E04,0.05814257874155837,0.5971116546337278,85,0.7204414646910009,False
T04,V13,-0.05760785201285939,0.6004945525718306,85,0.7238360003244564,False
T11,E05,0.05816440801693911,0.6014550813437051,83,0.7238360003244564,False
T02,S06,0.056769384169902855,0.6014806944976465,87,0.7238360003244564,False
T07,T10,0.055437293142974436,0.6017196735279161,91,0.7238360003244564,False
E09,E15,0.056968920308904304,0.6023662728121034,86,0.7238360003244564,False
T07,E12,0.056629432856522104,0.6023787731513697,87,0.7238360003244564,False
E04,E09,-0.056894994277643544,0.6028380934633312,86,0.7238964894369717,False
T06,V08,0.05702568132344503,0.6041872397582009,85,0.7250246877098411,False
T04,V02,-0.05656916137898278,0.6070899112401349,85,0.7280143244546333,False
E02,S04,0.05571546431055511,0.6082583105694325,87,0.728921604406158,False
E02,E12,-0.055466097509411914,0.6098668316307935,87,0.7303547307080543,False
T12,E09,-0.055954298726847554,0.6110089967652447,85,0.7312278054594206,False
T01,S08,0.05521889395303612,0.6135790388715717,86,0.7338073640558662,False
T09,S06,-0.05474475334812263,0.6166324464934446,86,0.7369611278145827,False
T13,T14,0.05385513662918654,0.6182413889236869,88,0.7383854645039984,False
T01,E03,0.05406286315772659,0.6189526624901529,87,0.7387364886092856,False
T08,S15,0.054195966115955625,0.6222767040168018,85,0.7422033464351342,False
T09,S07,0.05409284697444833,0.6229402493169028,85,0.7424944385797427,False
T09,S14,-0.05419237073929518,0.6244176072005563,84,0.7434775901485123,False
T09,S13,0.05351145610301304,0.6246051844919989,86,0.7434775901485123,False
T08,V02,-0.053733171835897854,0.6273611033745453,84,0.7459607287578124,False
E04,E14,0.052642975970288504,0.6282049017147306,87,0.7459607287578124,False
T03,V14,0.053907306751997536,0.6283695553385297,83,0.7459607287578124,False
T08,V15,-0.0535748846995135,0.6283770884620894,84,0.7459607287578124,False
