source,target,rho,abs_rho
E03,E09,0.035333440641174024,0.035333440641174024
T05,E13,-0.035323821856720894,0.035323821856720894
T02,E09,0.03530895989096599,0.03530895989096599
T04,S05,-0.034813845374543406,0.034813845374543406
E01,V06,0.034785125306076393,0.034785125306076393
T03,E03,-0.034179955803983364,0.034179955803983364
T01,S01,-0.03407674449913764,0.03407674449913764
S05,S10,0.033868548480097474,0.033868548480097474
T05,S01,0.03344906608960249,0.03344906608960249
T01,V06,-0.03342351959001971,0.03342351959001971
T14,V04,0.03324230671083543,0.03324230671083543
T05,S08,-0.03322805594872976,0.03322805594872976
E14,V13,-0.03310101932420214,0.03310101932420214
T01,E05,0.03301582569798662,0.03301582569798662
E05,S03,0.032971700336856334,0.032971700336856334
T01,E01,0.0328287678778291,0.0328287678778291
T02,E06,0.032807718768655965,0.032807718768655965
T01,T15,-0.032467397147349523,0.032467397147349523
T03,T04,0.03245502348083715,0.03245502348083715
E04,E13,-0.03231806881995959,0.03231806881995959
T09,S03,0.03210285593291856,0.03210285593291856
E02,E13,-0.03209132925512515,0.03209132925512515
T04,E13,0.03203900034783846,0.03203900034783846
T08,E07,-0.03196658592715538,0.03196658592715538
T03,S01,0.03170846954419294,0.03170846954419294
T02,S04,0.03154692495874244,0.03154692495874244
E05,V03,0.03154512523879408,0.03154512523879408
T08,V06,-0.03152952309268561,0.03152952309268561
T15,E03,-0.03146619286082578,0.03146619286082578
T14,E09,0.0312381881104092,0.0312381881104092
T06,T14,0.030962348073062165,0.030962348073062165
E01,S10,-0.030735365763533227,0.030735365763533227
T08,V04,0.030683905678161025,0.030683905678161025
E02,V15,0.030608891445796104,0.030608891445796104
T13,E15,0.030591866012246994,0.030591866012246994
T13,E02,0.03058236320309481,0.03058236320309481
T02,T03,0.030232231688836084,0.030232231688836084
T04,E05,0.02977012272481883,0.02977012272481883
T04,E11,0.029460018132160377,0.029460018132160377
T09,T15,-0.029333416209807416,0.029333416209807416
T08,S04,0.02886739282814593,0.02886739282814593
T02,V13,-0.028825540098028336,0.028825540098028336
T14,E12,-0.028768261112124723,0.028768261112124723
E05,S15,-0.028612150929946473,0.028612150929946473
T02,V15,-0.028467423261298027,0.028467423261298027
E13,S12,0.028375968195868635,0.028375968195868635
T15,S08,0.028019969852861593,0.028019969852861593
T01,V07,-0.027704153028576685,0.027704153028576685
T05,V03,0.027507324283041187,0.027507324283041187
T08,V12,-0.027497248679147074,0.027497248679147074
E06,V01,0.027446411823830466,0.027446411823830466
E09,V01,-0.027397109475496915,0.027397109475496915
T04,V10,0.02738032200389235,0.02738032200389235
T09,T14,0.027378727876579478,0.027378727876579478
E13,S03,-0.02696621675703795,0.02696621675703795
T14,V03,0.02667820945524018,0.02667820945524018
E08,V11,0.02621716762582788,0.02621716762582788
E02,S01,0.02609233042873266,0.02609233042873266
T09,V13,0.02589034505571265,0.02589034505571265
T01,V02,0.02585545582805628,0.02585545582805628
T02,E13,-0.025656582798508385,0.025656582798508385
T06,T10,0.025535919855469654,0.025535919855469654
T09,V06,-0.02543151777725381,0.02543151777725381
T02,V07,0.025380331437333894,0.025380331437333894
T01,T14,-0.024168508902801974,0.024168508902801974
T12,V11,0.024067046173323347,0.024067046173323347
E05,V04,0.024050675160639558,0.024050675160639558
T15,S02,0.024028759776295306,0.024028759776295306
E01,V02,0.024017962598503736,0.024017962598503736
T09,S04,-0.0237438733920098,0.0237438733920098
T04,V07,-0.023557096869790465,0.023557096869790465
T10,V14,0.02354593205817294,0.02354593205817294
T15,S03,0.02321674338023081,0.02321674338023081
T08,V01,0.022952442011510792,0.022952442011510792
T13,V01,-0.022933773666014956,0.022933773666014956
T04,V14,0.022846401260878956,0.022846401260878956
T01,S03,-0.022729900120174045,0.022729900120174045
T05,E01,0.022452887935112253,0.022452887935112253
E01,V11,0.021642525742191842,0.021642525742191842
E12,V13,0.02101351828506625,0.02101351828506625
T07,S05,-0.020755579803403566,0.020755579803403566
T04,V12,0.02063941889294999,0.02063941889294999
T06,T09,0.02039154737521142,0.02039154737521142
E01,V15,-0.020236816723704174,0.020236816723704174
T14,S02,0.019639939909613824,0.019639939909613824
E05,S14,0.019487719008419203,0.019487719008419203
E03,V12,0.019020428925718428,0.019020428925718428
T07,V03,0.018851837084290463,0.018851837084290463
T01,V10,-0.0188038442862681,0.0188038442862681
E01,V10,0.01876049956689832,0.01876049956689832
E04,S01,-0.018635004431523713,0.018635004431523713
E01,E08,0.018515017677164274,0.018515017677164274
T06,V01,0.01817884547958611,0.01817884547958611
S08,V06,-0.01781207988385936,0.01781207988385936
E13,S05,-0.017502647560106787,0.017502647560106787
E04,S07,0.017043517928231777,0.017043517928231777
T09,E02,0.0169415988766453,0.0169415988766453
T03,E09,-0.01691872980496519,0.01691872980496519
T08,S03,0.016716413741522305,0.016716413741522305
T15,V07,0.016712603641811,0.016712603641811
E06,S15,0.016648725453907328,0.016648725453907328
S08,S13,0.01660807508994085,0.01660807508994085
T08,V14,0.01622023077405114,0.01622023077405114
T03,T08,-0.01603911594285747,0.01603911594285747
T10,V05,0.016007216310708228,0.016007216310708228
T02,T14,0.01593836685663105,0.01593836685663105
T09,E03,-0.01574910228242955,0.01574910228242955
E08,E09,-0.015542326593326163,0.015542326593326163
E04,S08,0.015487126914414343,0.015487126914414343
E06,E11,-0.015202247317761044,0.015202247317761044
T06,S11,0.01516265153532004,0.01516265153532004
T05,V05,-0.01513089081513388,0.01513089081513388
E01,V04,0.015125331997221214,0.015125331997221214
T04,S04,0.01497694374443887,0.01497694374443887
T06,T08,0.014947582384489635,0.014947582384489635
T01,E11,-0.014818008640866277,0.014818008640866277
E02,S05,0.01477786092109295,0.01477786092109295
T05,S04,-0.013459407480523934,0.013459407480523934
T01,S02,-0.013224528444285441,0.013224528444285441
T10,V11,0.01321964713734261,0.01321964713734261
T01,T03,-0.012956404026657119,0.012956404026657119
T01,T10,-0.012906900654830408,0.012906900654830408
E10,S08,0.012529624808513431,0.012529624808513431
T07,T15,0.012283270222809829,0.012283270222809829
T08,E03,-0.01224092808933803,0.01224092808933803
T09,V12,-0.012069277683345793,0.012069277683345793
T09,V04,0.012022763361432464,0.012022763361432464
E02,V10,-0.0116217118384173,0.0116217118384173
E08,S13,-0.011475596760984919,0.011475596760984919
E01,S05,-0.01143511626538458,0.01143511626538458
E04,S10,-0.011192729035104449,0.011192729035104449
T12,V14,0.01115848917816931,0.01115848917816931
T04,S07,-0.011028423058764324,0.011028423058764324
E04,S12,0.010688067066853782,0.010688067066853782
E02,E06,-0.010673143029023375,0.010673143029023375
T01,V04,0.010619477356993295,0.010619477356993295
T11,E02,-0.010423711060188532,0.010423711060188532
T06,S02,-0.010178875592704082,0.010178875592704082
E05,S04,0.009874861500371352,0.009874861500371352
T08,S02,-0.009449666303982043,0.009449666303982043
E03,E08,-0.00930221869296486,0.00930221869296486
T04,E08,0.008776070663041955,0.008776070663041955
T15,V05,0.008317450694675342,0.008317450694675342
T08,S11,-0.00790532486198642,0.00790532486198642
E01,V13,-0.007871113569742877,0.007871113569742877
T06,E05,-0.007772031059040732,0.007772031059040732
T09,E12,0.00775831635483656,0.00775831635483656
E13,V03,0.007736785042287412,0.007736785042287412
E13,V11,0.007585395895602613,0.007585395895602613
T13,E03,0.007328910308430495,0.007328910308430495
T09,V09,-0.00731446206961154,0.00731446206961154
E06,S02,0.007300259333192776,0.007300259333192776
E08,S04,-0.006707058223611507,0.006707058223611507
T01,V01,-0.0064951281969006765,0.0064951281969006765
T05,T13,-0.006185136773061564,0.006185136773061564
T13,E01,0.005945896094525045,0.005945896094525045
T01,S10,0.005877920925057657,0.005877920925057657
T15,S12,-0.005444543908644391,0.005444543908644391
E09,E14,-0.005420788123515936,0.005420788123515936
T07,T13,0.005321194254705572,0.005321194254705572
T06,S01,0.005146094866012517,0.005146094866012517
E05,S01,-0.005117312298268008,0.005117312298268008
T01,V11,0.004853178742996343,0.004853178742996343
T01,T11,-0.004793952000357205,0.004793952000357205
T04,S11,0.004522686323002849,0.004522686323002849
T02,V05,0.00445745176147749,0.00445745176147749
T07,E10,-0.004201328180705573,0.004201328180705573
T08,V03,-0.003881673660980445,0.003881673660980445
T14,S07,-0.003630464538390442,0.003630464538390442
T14,E02,0.003495270327533552,0.003495270327533552
T01,T04,-0.0031221036007848726,0.0031221036007848726
S08,V01,-0.0029786122028321277,0.0029786122028321277
T14,E08,0.0029710040298855634,0.0029710040298855634
E06,V04,0.002956690359159869,0.002956690359159869
T02,S05,-0.00280833825182149,0.00280833825182149
T10,E13,0.002758958722708657,0.002758958722708657
T10,V01,0.002610270231684892,0.002610270231684892
E08,S05,0.0025474094497940454,0.0025474094497940454
T05,E02,0.002320711091126451,0.002320711091126451
T14,E11,0.002046647616345205,0.002046647616345205
T15,E06,0.001644571910137682,0.001644571910137682
T03,T05,0.001438845347707123,0.001438845347707123
T14,E15,-0.0013051353227913698,0.0013051353227913698
T04,S06,0.0010882451384059417,0.0010882451384059417
T09,E10,-0.0009881805966736146,0.0009881805966736146
T04,T13,0.000723356726514454,0.000723356726514454
E03,S02,0.0005355253938764929,0.0005355253938764929
T01,T06,-0.00047038512974297025,0.00047038512974297025
T07,E13,-0.0003038889712421892,0.0003038889712421892
E05,V11,-0.0002708622197324641,0.0002708622197324641
